county,date,cases
40220,1/17/21,7538.57
40220,1/24/21,7879.5
40220,1/31/21,8144.01
40220,2/7/21,8390.89
40220,2/14/21,8643.64
40220,2/21/21,8781.78
40220,2/28/21,8908.16
40220,3/7/21,9002.2
40220,3/14/21,9075.68
40220,3/21/21,9160.91
40220,3/28/21,9219.69
40220,4/4/21,9284.35
40220,4/11/21,9393.09
40220,4/18/21,9440.12
40220,4/25/21,9545.92
40220,5/2/21,9592.95
40220,5/9/21,9631.15
40220,5/16/21,9686.99
40220,5/23/21,9713.45
40220,5/30/21,9739.9
40220,6/6/21,9766.35
40220,6/13/21,9781.04
40220,6/20/21,9801.62
40220,6/27/21,9804.56
40220,7/4/21,9839.82
40220,7/11/21,9880.97
40220,7/18/21,9972.08
40220,7/25/21,10104.34
40220,8/1/21,10286.55
40220,8/8/21,10501.1
40220,8/15/21,10821.45
40220,8/22/21,11212.34
40220,8/29/21,11567.96
40220,9/5/21,11841.29
40220,9/12/21,12196.91
40220,9/19/21,12487.88
40220,9/26/21,12884.64
40220,10/3/21,13072.74
40220,10/10/21,13266.72
40220,10/17/21,13401.91
40177,4/26/20,0
40177,5/3/20,0
40177,5/10/20,0
40177,5/17/20,0
40177,5/24/20,0
40177,5/31/20,0
40177,6/7/20,0
40177,6/14/20,0
40177,6/21/20,0
40177,6/28/20,0
40177,7/5/20,0
40177,7/12/20,0
40177,7/19/20,0
40177,7/26/20,59.81
40177,8/2/20,59.81
40177,8/9/20,59.81
40177,8/16/20,59.81
40177,8/23/20,59.81
40177,8/30/20,59.81
40177,9/6/20,59.81
40177,9/13/20,59.81
40177,9/20/20,59.81
40177,9/27/20,59.81
40177,10/4/20,59.81
40177,10/11/20,179.43
40177,10/18/20,179.43
40177,10/25/20,179.43
40177,11/1/20,239.23
40177,11/8/20,239.23
40177,11/15/20,239.23
40177,11/22/20,299.04
40177,11/29/20,299.04
40177,12/6/20,418.66
40177,12/13/20,418.66
40177,12/20/20,418.66
40177,12/27/20,418.66
40177,1/3/21,418.66
40177,1/10/21,418.66
40177,1/17/21,418.66
40177,1/24/21,418.66
40177,1/31/21,418.66
40177,2/7/21,418.66
40177,2/14/21,418.66
40177,2/21/21,418.66
40177,2/28/21,418.66
40177,3/7/21,418.66
40177,3/14/21,418.66
40177,3/21/21,418.66
40177,3/28/21,418.66
40177,4/4/21,418.66
40177,4/11/21,418.66
40177,4/18/21,418.66
40177,4/25/21,418.66
40177,5/2/21,418.66
40177,5/9/21,418.66
40177,5/16/21,418.66
40177,5/23/21,418.66
40177,5/30/21,418.66
40177,6/6/21,418.66
40177,6/13/21,418.66
40177,6/20/21,418.66
40177,6/27/21,418.66
40177,7/4/21,418.66
40177,7/11/21,418.66
40177,7/18/21,418.66
40177,7/25/21,418.66
40177,8/1/21,418.66
40177,8/8/21,418.66
40177,8/15/21,418.66
40177,8/22/21,418.66
40177,8/29/21,418.66
40177,9/5/21,418.66
40177,9/12/21,418.66
40177,9/19/21,418.66
40177,9/26/21,418.66
40177,10/3/21,418.66
40177,10/10/21,418.66
40177,10/17/21,418.66
40109,4/26/20,0
40109,5/3/20,0
40109,5/10/20,0
40109,5/17/20,0
40109,5/24/20,0
40109,5/31/20,0
40109,6/7/20,0
40109,6/14/20,0
40109,6/21/20,0
40109,6/28/20,0
40109,7/5/20,0
40109,7/12/20,0
40109,7/19/20,0
40109,7/26/20,0
40109,8/2/20,0
40109,8/9/20,0
40109,8/16/20,0
40109,8/23/20,0
40109,8/30/20,0
40109,9/6/20,0
40109,9/13/20,0
40109,9/20/20,0
40109,9/27/20,0
40109,10/4/20,0
40109,10/11/20,0
40109,10/18/20,54.29
40109,10/25/20,54.29
40109,11/1/20,54.29
40109,11/8/20,54.29
40109,11/15/20,54.29
40109,11/22/20,108.58
40109,11/29/20,108.58
40109,12/6/20,108.58
40109,12/13/20,108.58
40109,12/20/20,108.58
40109,12/27/20,108.58
40109,1/3/21,108.58
40109,1/10/21,108.58
40109,1/17/21,108.58
40109,1/24/21,108.58
40109,1/31/21,108.58
40109,2/7/21,108.58
40109,2/14/21,108.58
40109,2/21/21,108.58
40109,2/28/21,108.58
40109,3/7/21,108.58
40109,3/14/21,108.58
40109,3/21/21,108.58
40109,3/28/21,108.58
40109,4/4/21,108.58
40109,4/11/21,108.58
40109,4/18/21,108.58
40109,4/25/21,108.58
40109,5/2/21,108.58
40109,5/9/21,108.58
40109,5/16/21,108.58
40109,5/23/21,108.58
40109,5/30/21,108.58
40109,6/6/21,108.58
40109,6/13/21,108.58
40109,6/20/21,108.58
40109,6/27/21,108.58
40109,7/4/21,108.58
40109,7/11/21,108.58
40109,7/18/21,108.58
40109,7/25/21,108.58
40109,8/1/21,108.58
40109,8/8/21,108.58
40109,8/15/21,108.58
40109,8/22/21,108.58
40109,8/29/21,108.58
40109,9/5/21,108.58
40109,9/12/21,108.58
40109,9/19/21,108.58
40109,9/26/21,108.58
40109,10/3/21,108.58
40109,10/10/21,108.58
40109,10/17/21,108.58
40214,4/26/20,0
40214,5/3/20,0
40214,5/10/20,0
40214,5/17/20,8.73
40214,5/24/20,26.18
40214,5/31/20,591.14
40214,6/7/20,628.22
40214,6/14/20,678.39
40214,6/21/20,713.29
40214,6/28/20,761.28
40214,7/5/20,820.17
40214,7/12/20,892.16
40214,7/19/20,1073.2
40214,7/26/20,1241.17
40214,8/2/20,1354.59
40214,8/9/20,1537.82
40214,8/16/20,1686.15
40214,8/23/20,1795.22
40214,8/30/20,1980.63
40214,9/6/20,2096.24
40214,9/13/20,2179.13
40214,9/20/20,2264.2
40214,9/27/20,2381.99
40214,10/4/20,2499.78
40214,10/11/20,2687.37
40214,10/18/20,2901.14
40214,10/25/20,3182.53
40214,11/1/20,3413.75
40214,11/8/20,3775.85
40214,11/15/20,4196.84
40214,11/22/20,4602.57
40214,11/29/20,5030.1
40214,12/6/20,5400.92
40214,12/13/20,5704.13
40214,12/20/20,5946.25
40214,12/27/20,6264.72
40214,1/3/21,6690.08
40214,1/10/21,7078.35
40214,1/17/21,7475.35
40214,1/24/21,7778.55
40214,1/31/21,8057.76
40214,2/7/21,8304.25
40214,2/14/21,8461.3
40214,2/21/21,8629.26
40214,2/28/21,8777.59
40214,3/7/21,8904.11
40214,3/14/21,9006.63
40214,3/21/21,9078.61
40214,3/28/21,9157.14
40214,4/4/21,9224.76
40214,4/11/21,9307.65
40214,4/18/21,9381.82
40214,4/25/21,9484.34
40214,5/2/21,9573.77
40214,5/9/21,9632.67
40214,5/16/21,9728.64
40214,5/23/21,9770.09
40214,5/30/21,9789.72
40214,6/6/21,9818.08
40214,6/13/21,9839.89
40214,6/20/21,9863.89
40214,6/27/21,9881.34
40214,7/4/21,9900.97
40214,7/11/21,9959.86
40214,7/18/21,10047.12
40214,7/25/21,10193.26
40214,8/1/21,10417.94
40214,8/8/21,10627.34
40214,8/15/21,10974.17
40214,8/22/21,11456.24
40214,8/29/21,11840.15
40214,9/5/21,12184.8
40214,9/12/21,12590.52
40214,9/19/21,12861.01
40214,9/26/21,13231.83
40214,10/3/21,13583.02
40214,10/10/21,13781.52
40214,10/17/21,13932.03
40258,4/26/20,0
40258,5/3/20,0
40258,5/10/20,0
40258,5/17/20,7.5
40258,5/24/20,22.49
40258,5/31/20,303.58
40258,6/7/20,348.55
40258,6/14/20,367.29
40258,6/21/20,408.52
40258,6/28/20,438.5
40258,7/5/20,449.74
40258,7/12/20,494.72
40258,7/19/20,584.66
40258,7/26/20,712.09
40258,8/2/20,798.29
40258,8/9/20,966.94
40258,8/16/20,1116.86
40258,8/23/20,1251.78
40258,8/30/20,1375.46
40258,9/6/20,1450.42
40258,9/13/20,1525.37
40258,9/20/20,1645.3
40258,9/27/20,1817.7
40258,10/4/20,1975.11
40258,10/11/20,2151.26
40258,10/18/20,2391.13
40258,10/25/20,2754.67
40258,11/1/20,3118.21
40258,11/8/20,3582.94
40258,11/15/20,4010.19
40258,11/22/20,4463.68
40258,11/29/20,5014.62
40258,12/6/20,5460.61
40258,12/13/20,5726.71
40258,12/20/20,6060.27
40258,12/27/20,6318.87
40258,1/3/21,6753.62
40258,1/10/21,7147.14
40258,1/17/21,7529.42
40258,1/24/21,7971.67
40258,1/31/21,8215.28
40258,2/7/21,8530.1
40258,2/14/21,8743.72
40258,2/21/21,8934.86
40258,2/28/21,9111.01
40258,3/7/21,9275.92
40258,3/14/21,9425.83
40258,3/21/21,9542.01
40258,3/28/21,9624.47
40258,4/4/21,9680.68
40258,4/11/21,9796.87
40258,4/18/21,9868.08
40258,4/25/21,9976.76
40258,5/2/21,10070.46
40258,5/9/21,10141.67
40258,5/16/21,10212.88
40258,5/23/21,10272.84
40258,5/30/21,10302.83
40258,6/6/21,10332.81
40258,6/13/21,10347.8
40258,6/20/21,10362.79
40258,6/27/21,10370.29
40258,7/4/21,10389.03
40258,7/11/21,10430.25
40258,7/18/21,10490.22
40258,7/25/21,10666.37
40258,8/1/21,11003.67
40258,8/8/21,11303.5
40258,8/15/21,11820.7
40258,8/22/21,12360.39
40258,8/29/21,12926.32
40258,9/5/21,13301.1
40258,9/12/21,13867.03
40258,9/19/21,14185.59
40258,9/26/21,14755.27
40258,10/3/21,15137.55
40258,10/10/21,15414.89
40258,10/17/21,15621.02
40210,4/26/20,0
40210,5/3/20,0
40210,5/10/20,0
40210,5/17/20,35.5
40210,5/24/20,63.91
40210,5/31/20,447.35
40210,6/7/20,497.05
40210,6/14/20,539.66
40210,6/21/20,575.16
40210,6/28/20,639.07
40210,7/5/20,674.57
40210,7/12/20,724.28
40210,7/19/20,873.39
40210,7/26/20,994.11
40210,8/2/20,1100.62
40210,8/9/20,1320.74
40210,8/16/20,1462.76
40210,8/23/20,1618.97
40210,8/30/20,2002.41
40210,9/6/20,2151.53
40210,9/13/20,2201.24
40210,9/20/20,2336.15
40210,9/27/20,2492.37
40210,10/4/20,2598.88
40210,10/11/20,2804.8
40210,10/18/20,3039.13
40210,10/25/20,3209.54
40210,11/1/20,3387.06
40210,11/8/20,3607.19
40210,11/15/20,3940.92
40210,11/22/20,4182.35
40210,11/29/20,4473.48
40210,12/6/20,4665.2
40210,12/13/20,4949.23
40210,12/20/20,5176.45
40210,12/27/20,5368.17
40210,1/3/21,5567
40210,1/10/21,5787.12
40210,1/17/21,5978.84
40210,1/24/21,6127.96
40210,1/31/21,6326.78
40210,2/7/21,6490.09
40210,2/14/21,6625.01
40210,2/21/21,6703.12
40210,2/28/21,6774.12
40210,3/7/21,6852.23
40210,3/14/21,6923.24
40210,3/21/21,6980.05
40210,3/28/21,7086.56
40210,4/4/21,7200.17
40210,4/11/21,7256.98
40210,4/18/21,7306.68
40210,4/25/21,7519.7
40210,5/2/21,7668.82
40210,5/9/21,7832.14
40210,5/16/21,7945.75
40210,5/23/21,8023.86
40210,5/30/21,8052.26
40210,6/6/21,8101.97
40210,6/13/21,8137.47
40210,6/20/21,8172.97
40210,6/27/21,8194.28
40210,7/4/21,8215.58
40210,7/11/21,8243.98
40210,7/18/21,8322.09
40210,7/25/21,8492.51
40210,8/1/21,8819.14
40210,8/8/21,9152.88
40210,8/15/21,9649.93
40210,8/22/21,10203.79
40210,8/29/21,10793.15
40210,9/5/21,11197.9
40210,9/12/21,11723.35
40210,9/19/21,11986.08
40210,9/26/21,12291.42
40210,10/3/21,12532.84
40210,10/10/21,12752.96
40210,10/17/21,12958.89
40118,4/26/20,0
40118,5/3/20,0
40118,5/10/20,0
40118,5/17/20,0
40118,5/24/20,32.21
40118,5/31/20,300.65
40118,6/7/20,408.03
40118,6/14/20,472.46
40118,6/21/20,483.2
40118,6/28/20,536.88
40118,7/5/20,590.57
40118,7/12/20,655
40118,7/19/20,816.06
40118,7/26/20,998.6
40118,8/2/20,1159.67
40118,8/9/20,1417.37
40118,8/16/20,1707.29
40118,8/23/20,1825.41
40118,8/30/20,1911.31
40118,9/6/20,1965
40118,9/13/20,2040.16
40118,9/20/20,2126.06
40118,9/27/20,2265.65
40118,10/4/20,2373.03
40118,10/11/20,2587.78
40118,10/18/20,2716.63
40118,10/25/20,2824.01
40118,11/1/20,3017.29
40118,11/8/20,3371.63
40118,11/15/20,3854.83
40118,11/22/20,4316.55
40118,11/29/20,4810.48
40118,12/6/20,5229.25
40118,12/13/20,5583.59
40118,12/20/20,5862.77
40118,12/27/20,6206.38
40118,1/3/21,6775.48
40118,1/10/21,7043.92
40118,1/17/21,7602.28
40118,1/24/21,7924.41
40118,1/31/21,8171.37
40118,2/7/21,8375.39
40118,2/14/21,8622.36
40118,2/21/21,8794.16
40118,2/28/21,8923.01
40118,3/7/21,9051.86
40118,3/14/21,9137.76
40118,3/21/21,9223.67
40118,3/28/21,9298.83
40118,4/4/21,9395.47
40118,4/11/21,9524.32
40118,4/18/21,9610.22
40118,4/25/21,9792.76
40118,5/2/21,9921.61
40118,5/9/21,9943.09
40118,5/16/21,10007.52
40118,5/23/21,10061.2
40118,5/30/21,10082.68
40118,6/6/21,10104.16
40118,6/13/21,10168.58
40118,6/20/21,10190.06
40118,6/27/21,10233.01
40118,7/4/21,10254.48
40118,7/11/21,10265.22
40118,7/18/21,10318.91
40118,7/25/21,10479.97
40118,8/1/21,10705.47
40118,8/8/21,10909.48
40118,8/15/21,11553.74
40118,8/22/21,12251.69
40118,8/29/21,12691.94
40118,9/5/21,13153.66
40118,9/12/21,13658.33
40118,9/19/21,13991.2
40118,9/26/21,14452.92
40118,10/3/21,14796.52
40118,10/10/21,15107.91
40118,10/17/21,15387.09
40209,4/26/20,0
40209,5/3/20,0
40209,5/10/20,0
40209,5/17/20,0
40209,5/24/20,0
40209,5/31/20,0
40209,6/7/20,0
40209,6/14/20,0
40209,6/21/20,0
40209,6/28/20,0
40209,7/5/20,0
40209,7/12/20,316.46
40209,7/19/20,316.46
40209,7/26/20,316.46
40209,8/2/20,632.91
40209,8/9/20,632.91
40209,8/16/20,632.91
40209,8/23/20,632.91
40209,8/30/20,632.91
40209,9/6/20,949.37
40209,9/13/20,1265.82
40209,9/20/20,1265.82
40209,9/27/20,2531.65
40209,10/4/20,2531.65
40209,10/11/20,2531.65
40209,10/18/20,3481.01
40209,10/25/20,3797.47
40209,11/1/20,4746.84
40209,11/8/20,6329.11
40209,11/15/20,8227.85
40209,11/22/20,9810.13
40209,11/29/20,10443.04
40209,12/6/20,12341.77
40209,12/13/20,12974.68
40209,12/20/20,14240.51
40209,12/27/20,14240.51
40209,1/3/21,14873.42
40209,1/10/21,15189.87
40209,1/17/21,17088.61
40209,1/24/21,17721.52
40209,1/31/21,17721.52
40209,2/7/21,18354.43
40209,2/14/21,19303.8
40209,2/21/21,19936.71
40209,2/28/21,21202.53
40209,3/7/21,21202.53
40209,3/14/21,21518.99
40209,3/21/21,21518.99
40209,3/28/21,21518.99
40209,4/4/21,21518.99
40209,4/11/21,21835.44
40209,4/18/21,21835.44
40209,4/25/21,21835.44
40209,5/2/21,21835.44
40209,5/9/21,21835.44
40209,5/16/21,22468.35
40209,5/23/21,22468.35
40209,5/30/21,22468.35
40209,6/6/21,22468.35
40209,6/13/21,22468.35
40209,6/20/21,22468.35
40209,6/27/21,22468.35
40209,7/4/21,22468.35
40209,7/11/21,22468.35
40209,7/18/21,22468.35
40209,7/25/21,22468.35
40209,8/1/21,22468.35
40209,8/8/21,22468.35
40209,8/15/21,23101.27
40209,8/22/21,23734.18
40209,8/29/21,24683.54
40209,9/5/21,25000
40209,9/12/21,26265.82
40209,9/19/21,27848.1
40209,9/26/21,29113.92
40209,10/3/21,30379.75
40209,10/10/21,30379.75
40209,10/17/21,30379.75
40213,4/26/20,0
40213,5/3/20,0
40213,5/10/20,0
40213,5/17/20,6.14
40213,5/24/20,18.41
40213,5/31/20,429.55
40213,6/7/20,503.19
40213,6/14/20,552.28
40213,6/21/20,589.1
40213,6/28/20,644.33
40213,7/5/20,668.88
40213,7/12/20,730.24
40213,7/19/20,883.65
40213,7/26/20,1006.38
40213,8/2/20,1122.97
40213,8/9/20,1356.16
40213,8/16/20,1577.07
40213,8/23/20,1687.53
40213,8/30/20,1871.62
40213,9/6/20,1963.67
40213,9/13/20,2031.17
40213,9/20/20,2135.49
40213,9/27/20,2331.86
40213,10/4/20,2454.59
40213,10/11/20,2620.27
40213,10/18/20,2816.64
40213,10/25/20,3203.24
40213,11/1/20,3516.2
40213,11/8/20,3865.98
40213,11/15/20,4252.58
40213,11/22/20,4743.5
40213,11/29/20,5166.91
40213,12/6/20,5504.42
40213,12/13/20,5743.74
40213,12/20/20,5958.52
40213,12/27/20,6308.3
40213,1/3/21,6725.58
40213,1/10/21,7167.4
40213,1/17/21,7572.41
40213,1/24/21,7946.74
40213,1/31/21,8179.92
40213,2/7/21,8400.83
40213,2/14/21,8621.75
40213,2/21/21,8842.66
40213,2/28/21,8953.12
40213,3/7/21,9008.35
40213,3/14/21,9081.98
40213,3/21/21,9131.08
40213,3/28/21,9186.3
40213,4/4/21,9259.94
40213,4/11/21,9351.99
40213,4/18/21,9425.63
40213,4/25/21,9579.04
40213,5/2/21,9634.27
40213,5/9/21,9714.04
40213,5/16/21,9799.95
40213,5/23/21,9812.22
40213,5/30/21,9830.63
40213,6/6/21,9836.77
40213,6/13/21,9849.04
40213,6/20/21,9849.04
40213,6/27/21,9916.54
40213,7/4/21,9953.36
40213,7/11/21,9996.32
40213,7/18/21,10045.41
40213,7/25/21,10149.73
40213,8/1/21,10260.19
40213,8/8/21,10462.69
40213,8/15/21,10708.15
40213,8/22/21,11205.2
40213,8/29/21,11591.8
40213,9/5/21,11898.63
40213,9/12/21,12303.63
40213,9/19/21,12727.05
40213,9/26/21,13181.15
40213,10/3/21,13512.52
40213,10/10/21,13690.48
40213,10/17/21,13892.98
40206,4/26/20,0
40206,5/3/20,0
40206,5/10/20,0
40206,5/17/20,5.08
40206,5/24/20,15.23
40206,5/31/20,350.38
40206,6/7/20,406.24
40206,6/14/20,441.78
40206,6/21/20,467.17
40206,6/28/20,482.4
40206,7/5/20,538.26
40206,7/12/20,619.51
40206,7/19/20,731.22
40206,7/26/20,797.24
40206,8/2/20,888.64
40206,8/9/20,969.89
40206,8/16/20,1091.76
40206,8/23/20,1147.62
40206,8/30/20,1279.64
40206,9/6/20,1376.12
40206,9/13/20,1437.06
40206,9/20/20,1599.55
40206,9/27/20,1726.5
40206,10/4/20,1858.53
40206,10/11/20,1995.63
40206,10/18/20,2137.82
40206,10/25/20,2406.95
40206,11/1/20,2630.38
40206,11/8/20,3006.14
40206,11/15/20,3386.99
40206,11/22/20,3844.01
40206,11/29/20,4265.48
40206,12/6/20,4610.78
40206,12/13/20,4849.44
40206,12/20/20,5072.87
40206,12/27/20,5347.08
40206,1/3/21,5753.31
40206,1/10/21,6276.34
40206,1/17/21,6565.78
40206,1/24/21,6809.53
40206,1/31/21,7098.97
40206,2/7/21,7342.71
40206,2/14/21,7464.58
40206,2/21/21,7550.91
40206,2/28/21,7632.15
40206,3/7/21,7754.02
40206,3/14/21,7855.58
40206,3/21/21,7957.14
40206,3/28/21,8013
40206,4/4/21,8094.25
40206,4/11/21,8170.42
40206,4/18/21,8216.12
40206,4/25/21,8271.97
40206,5/2/21,8307.52
40206,5/9/21,8332.91
40206,5/16/21,8368.46
40206,5/23/21,8424.31
40206,5/30/21,8475.09
40206,6/6/21,8490.33
40206,6/13/21,8500.48
40206,6/20/21,8510.64
40206,6/27/21,8541.11
40206,7/4/21,8561.42
40206,7/11/21,8632.51
40206,7/18/21,8657.9
40206,7/25/21,8728.99
40206,8/1/21,8982.89
40206,8/8/21,9231.71
40206,8/15/21,9434.82
40206,8/22/21,9769.97
40206,8/29/21,10125.43
40206,9/5/21,10414.87
40206,9/12/21,10699.23
40206,9/19/21,10876.96
40206,9/26/21,11191.79
40206,10/3/21,11354.29
40206,10/10/21,11491.39
40206,10/17/21,11638.65
40219,4/26/20,0
40219,5/3/20,0
40219,5/10/20,0
40219,5/17/20,9.97
40219,5/24/20,19.95
40219,5/31/20,556.03
40219,6/7/20,638.31
40219,6/14/20,690.67
40219,6/21/20,762.98
40219,6/28/20,815.34
40219,7/5/20,862.71
40219,7/12/20,947.49
40219,7/19/20,1099.59
40219,7/26/20,1279.11
40219,8/2/20,1393.81
40219,8/9/20,1575.82
40219,8/16/20,1735.4
40219,8/23/20,1850.1
40219,8/30/20,2014.66
40219,9/6/20,2104.42
40219,9/13/20,2196.68
40219,9/20/20,2318.86
40219,9/27/20,2483.42
40219,10/4/20,2680.4
40219,10/11/20,2859.92
40219,10/18/20,3081.83
40219,10/25/20,3396
40219,11/1/20,3655.31
40219,11/8/20,4054.26
40219,11/15/20,4465.67
40219,11/22/20,4877.08
40219,11/29/20,5375.75
40219,12/6/20,5844.51
40219,12/13/20,6158.68
40219,12/20/20,6452.9
40219,12/27/20,6841.87
40219,1/3/21,7402.88
40219,1/10/21,7896.57
40219,1/17/21,8357.85
40219,1/24/21,8724.38
40219,1/31/21,8963.75
40219,2/7/21,9255.47
40219,2/14/21,9484.87
40219,2/21/21,9691.82
40219,2/28/21,9851.39
40219,3/7/21,10023.44
40219,3/14/21,10210.44
40219,3/21/21,10290.23
40219,3/28/21,10367.53
40219,4/4/21,10482.22
40219,4/11/21,10604.4
40219,4/18/21,10689.17
40219,4/25/21,10846.26
40219,5/2/21,10978.41
40219,5/9/21,11075.65
40219,5/16/21,11185.36
40219,5/23/21,11240.21
40219,5/30/21,11272.63
40219,6/6/21,11329.98
40219,6/13/21,11334.96
40219,6/20/21,11364.88
40219,6/27/21,11387.32
40219,7/4/21,11412.26
40219,7/11/21,11444.67
40219,7/18/21,11526.95
40219,7/25/21,11624.2
40219,8/1/21,11846.11
40219,8/8/21,12080.49
40219,8/15/21,12496.88
40219,8/22/21,13040.44
40219,8/29/21,13509.2
40219,9/5/21,13880.72
40219,9/12/21,14294.62
40219,9/19/21,14671.12
40219,9/26/21,15154.84
40219,10/3/21,15526.36
40219,10/10/21,15763.23
40219,10/17/21,15945.25
40025,4/26/20,0
40025,5/3/20,0
40025,5/10/20,0
40025,5/17/20,0
40025,5/24/20,0
40025,5/31/20,0
40025,6/7/20,0
40025,6/14/20,0
40025,6/21/20,0
40025,6/28/20,0
40025,7/5/20,0
40025,7/12/20,0
40025,7/19/20,0
40025,7/26/20,0
40025,8/2/20,0
40025,8/9/20,0
40025,8/16/20,1098.9
40025,8/23/20,1098.9
40025,8/30/20,1098.9
40025,9/6/20,1098.9
40025,9/13/20,1098.9
40025,9/20/20,1098.9
40025,9/27/20,1098.9
40025,10/4/20,1098.9
40025,10/11/20,1098.9
40025,10/18/20,1098.9
40025,10/25/20,1098.9
40025,11/1/20,1098.9
